Filename: COCu_rep_fix_2_LJ_100_iter_2
Dataset size: 400
Target scaling: [8.841315589518457, 1.1279939821324763]
Symmetry function parameters:
     G2_etas: [0.05       0.09653489 0.18637969 0.35984284 0.69474775 1.3413479
 2.58973734 5.        ]
     G2_rs_s: [0, 0, 0, 0, 0, 0, 0, 0]
     G4_etas: [0.005, 0.01]
     G4_zetas: [1.0, 4.0, 6.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 96
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.lbfgs.LBFGS'>
Learning Rate: 0.1
Batch Size: 400
Epochs: 300
Shuffle: False
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
===== ============ ============ ============ ============ =======
    1      59.9284       0.3481 1184245376.0000  143656.6406 30.3539
    2      73.9892       0.5542 1183392256.0000  218976.3125 30.7481
    3      80.2545      53.7928 1183334784.0000  262261.4375 30.3421
    4     137.7691     602.0618 1182998144.0000 1339179.0000 31.5276
    5     167.8433    1445.1740 1178709376.0000 4468499.5000 30.6572
    6     106.1128    1079.2736 1171408768.0000 2314127.0000 30.1632
    7      93.6298     848.6663 1163367040.0000 1503036.7500 31.6249
    8      62.6049     608.3746 1162602368.0000  748966.2500 31.6980
    9      56.8191     435.2619 1161959680.0000  432261.3125 31.6359
   10      55.4612     353.7982 1161845760.0000  323314.6875 14.1024
   11      54.8356     342.9087 1161836672.0000  308416.1875 34.0154
   12      55.6384     321.5846 1161833088.0000  289291.9375 30.5115
   13      55.7153     317.9084 1161827712.0000  285872.8750 23.3904
   14      55.7153     317.9084 1161826688.0000  285872.8750 12.8587
   15      55.7153     317.9084 1161826688.0000  285872.8750 12.9598
   16      55.7153     317.9084 1161826688.0000  285872.8750 12.8504
   17      55.7153     317.9084 1161826688.0000  285872.8750 12.7591
   18      55.7153     317.9084 1161826688.0000  285872.8750 12.9441
   19      55.7153     317.9084 1161826688.0000  285872.8750 12.8877
   20      55.7153     317.9084 1161826688.0000  285872.8750 12.9805
   21      55.7153     317.9084 1161826688.0000  285872.8750 13.1143
   22      55.7153     317.9084 1161826688.0000  285872.8750 12.8647
   23      55.7153     317.9084 1161826688.0000  285872.8750 12.8991
   24      55.7153     317.9084 1161826688.0000  285872.8750 12.8028
   25      55.7153     317.9084 1161826688.0000  285872.8750 12.9414
   26      55.7153     317.9084 1161826688.0000  285872.8750 12.8851
   27      55.7153     317.9084 1161826688.0000  285872.8750 12.9060
   28      55.7153     317.9084 1161826688.0000  285872.8750 12.7287
   29      55.7153     317.9084 1161826688.0000  285872.8750 12.9523
   30      55.7153     317.9084 1161826688.0000  285872.8750 12.7918
   31      55.7153     317.9084 1161826688.0000  285872.8750 13.0208
   32      55.7153     317.9084 1161826688.0000  285872.8750 12.8179
   33      55.7153     317.9084 1161826688.0000  285872.8750 12.8268
   34      55.7153     317.9084 1161826688.0000  285872.8750 12.8286
   35      55.7153     317.9084 1161826688.0000  285872.8750 12.7964
   36      55.7153     317.9084 1161826688.0000  285872.8750 12.9298
   37      55.7153     317.9084 1161826688.0000  285872.8750 12.8184
   38      55.7153     317.9084 1161826688.0000  285872.8750 12.8896
   39      55.7153     317.9084 1161826688.0000  285872.8750 12.8210
   40      55.7153     317.9084 1161826688.0000  285872.8750 12.8293
   41      55.7153     317.9084 1161826688.0000  285872.8750 12.8933
   42      55.7153     317.9084 1161826688.0000  285872.8750 12.7402
   43      55.7153     317.9084 1161826688.0000  285872.8750 12.8881
   44      55.7153     317.9084 1161826688.0000  285872.8750 12.9679
   45      55.7153     317.9084 1161826688.0000  285872.8750 12.7025
   46      55.7153     317.9084 1161826688.0000  285872.8750 12.8345
   47      55.7153     317.9084 1161826688.0000  285872.8750 12.8482
   48      55.7153     317.9084 1161826688.0000  285872.8750 12.8291
   49      55.7153     317.9084 1161826688.0000  285872.8750 12.6602
   50      55.7153     317.9084 1161826688.0000  285872.8750 12.7615
   51      55.7153     317.9084 1161826688.0000  285872.8750 12.7224
   52      55.7153     317.9084 1161826688.0000  285872.8750 12.9590
   53      55.7153     317.9084 1161826688.0000  285872.8750 12.8108
   54      55.7153     317.9084 1161826688.0000  285872.8750 13.0789
   55      55.7153     317.9084 1161826688.0000  285872.8750 12.9895
   56      55.7153     317.9084 1161826688.0000  285872.8750 12.7780
   57      55.7153     317.9084 1161826688.0000  285872.8750 12.8896
   58      55.7153     317.9084 1161826688.0000  285872.8750 12.7874
   59      55.7153     317.9084 1161826688.0000  285872.8750 12.8976
   60      55.7153     317.9084 1161826688.0000  285872.8750 12.8816
   61      55.7153     317.9084 1161826688.0000  285872.8750 12.7346
   62      55.7153     317.9084 1161826688.0000  285872.8750 12.8922
   63      55.7153     317.9084 1161826688.0000  285872.8750 12.7808
   64      55.7153     317.9084 1161826688.0000  285872.8750 12.9317
   65      55.7153     317.9084 1161826688.0000  285872.8750 12.8081
   66      55.7153     317.9084 1161826688.0000  285872.8750 12.6862
