Filename: COCu_rep_fix_3_LJ_100_iter_1
Dataset size: 300
Target scaling: [8.841315589518457, 59.459185144219056]
Symmetry function parameters:
     G2_etas: [0.05       0.09653489 0.18637969 0.35984284 0.69474775 1.3413479
 2.58973734 5.        ]
     G2_rs_s: [0, 0, 0, 0, 0, 0, 0, 0]
     G4_etas: [0.005, 0.01]
     G4_zetas: [1.0, 4.0, 6.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 96
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.lbfgs.LBFGS'>
Learning Rate: 0.1
Batch Size: 300
Epochs: 300
Shuffle: False
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
===== ============ ============ ============ ============ =======
    1     127.0937      12.4069 1582457984.0000  484769.1250 25.1696
    2     152.1271      12.3903 1580800896.0000  694463.8750 24.8534
    3      17.4275      12.3903 1580269568.0000    9295.7852 24.7690
    4       0.3465      12.3903 1577954944.0000     187.8270 27.3971
    5       1.1230      12.3903 1577919104.0000     222.0602 23.7918
    6       1.0101      12.3903 1577918336.0000     214.8342 25.6014
    7       0.7503      12.3903 1577916672.0000     201.1120 19.9932
    8       0.2635      12.3903 1577916416.0000     186.3075 11.5321
    9       0.2173      12.3903 1577916160.0000     185.6404 10.3241
   10       0.1642      12.3903 1577916160.0000     185.0328 18.8475
   11       0.1588      12.3903 1577916032.0000     184.9805  9.6100
   12       0.1637      12.3903 1577916032.0000     185.0280 18.8842
   13       0.1699      12.3903 1577915904.0000     185.0898 18.0134
   14       0.1721      12.3903 1577915648.0000     185.1129  9.3277
   15       0.1725      12.3903 1577915648.0000     185.1173 10.3193
   16       0.1685      12.3903 1577915648.0000     185.0759 18.9816
   17       0.2101      12.3903 1577915520.0000     185.5485  2.7739
   18       0.2114      12.3903 1577915520.0000     185.5650 10.3058
   19       0.2063      12.3903 1577915520.0000     185.5015 11.3693
   20       0.1947      12.3903 1577915520.0000     185.3618 18.8501
   21       0.1888      12.3903 1577915264.0000     185.2936 10.5198
   22       0.1823      12.3903 1577915264.0000     185.2212 10.3276
   23       0.1754      12.3903 1577915264.0000     185.1469  2.7900
   24       0.1687      12.3903 1577915264.0000     185.0779  2.7706
   25       0.1630      12.3903 1577915264.0000     185.0210  2.7447
   26       0.1593      12.3903 1577915264.0000     184.9859 10.4907
   27       0.1589      12.3903 1577915264.0000     184.9816 10.3604
   28       0.1677      12.3903 1577915264.0000     185.0677 18.9319
   29       0.1746      12.3903 1577915136.0000     185.1392 10.2520
   30       0.1843      12.3903 1577915136.0000     185.2431 10.3854
